Date,Location,Year,Month,Vehicle_Count,Average_Speed,Accidents,Weather_Condition,AQI,Noise_Level_dB,Traffic_Density_Index,Traffic_Level,Congestion_Index,Smart_Light_Adjustment,Emergency_Response_Time_min
2024-05-19,Ambattur,2024,May,2295,40.86755429179677,0,Clear,121,77,28.6875,Low,0.29,5,8.504762048027573
2024-05-19,Pallavaram,2024,May,5536,38.82198006638515,0,Clear,76,87,69.19999999999999,Medium,0.69,20,12.661118341506825
2024-05-19,Porur,2024,May,6568,30.627381036544676,0,Cloudy,74,79,82.1,High,0.82,30,14.775994142196208
2024-05-20,Anna Salai,2024,May,6188,30.478653009684866,0,Clear,85,93,77.35,High,0.77,20,6.268486143038638
2024-05-20,Guindy,2024,May,6733,32.272559227802425,0,Clear,104,88,84.1625,High,0.84,30,8.339930575181741
2024-05-20,Teynampet,2024,May,4611,31.631190671903127,0,Cloudy,61,76,57.637499999999996,Medium,0.58,10,9.743741923006723
2024-05-20,Velachery,2024,May,2824,40.149204562732336,0,Cloudy,76,85,35.3,Low,0.35,5,7.3737499015835395
2024-05-20,Tambaram,2024,May,1817,37.178661611090085,0,Clear,124,81,22.7125,Low,0.23,5,5.124363666268826
2024-05-20,Chromepet,2024,May,3896,37.78893620201549,0,Cloudy,153,67,48.699999999999996,Medium,0.49,10,9.686041429525718
2024-05-20,Adyar,2024,May,3662,35.95834818398388,1,Clear,155,71,45.775,Medium,0.46,10,10.366161764332862
2024-05-20,T Nagar,2024,May,4245,36.19385357668677,1,Clear,89,66,53.0625,Medium,0.53,10,11.254344521952094
2024-05-20,Koyambedu,2024,May,6942,27.090912923298443,0,Clear,165,66,86.775,High,0.87,30,13.272150971688056
2024-05-20,Ambattur,2024,May,3091,38.970918288423846,0,Rainy,127,89,38.6375,Low,0.39,5,7.53042548140506
2024-05-20,Pallavaram,2024,May,4611,32.182592597042785,0,Rainy,165,70,57.637499999999996,Medium,0.58,10,5.610360685985144
2024-05-20,Porur,2024,May,7485,34.834223334750035,1,Clear,103,68,93.5625,High,0.94,30,5.898348786243551
2024-05-21,Anna Salai,2024,May,5430,32.634135389323326,2,Cloudy,155,80,67.875,Medium,0.68,20,9.974094949867448
2024-05-21,Guindy,2024,May,3496,35.72935782575838,1,Cloudy,119,79,43.7,Medium,0.44,10,14.222364790528625
2024-05-21,Teynampet,2024,May,7368,37.86546963621998,0,Rainy,158,74,92.10000000000001,High,0.92,30,14.82210817372302
2024-05-21,Velachery,2024,May,2812,29.955724837383357,0,Rainy,60,78,35.15,Low,0.35,5,7.050512918202598
2024-05-21,Tambaram,2024,May,2785,36.26374612122001,0,Cloudy,78,73,34.8125,Low,0.35,5,6.519673893676031
2024-05-21,Chromepet,2024,May,5811,32.754987106230715,0,Clear,92,79,72.6375,High,0.73,20,8.534718096962647
2024-05-21,Adyar,2024,May,3883,41.607293879380016,0,Clear,142,71,48.5375,Medium,0.49,10,9.638896677929093
2024-05-21,T Nagar,2024,May,4739,29.42687298510186,0,Cloudy,95,71,59.2375,Medium,0.59,10,13.080652829860291
2024-05-21,Koyambedu,2024,May,3639,29.98741865217973,1,Foggy,150,72,45.4875,Medium,0.45,10,12.746068213449671
2024-05-21,Ambattur,2024,May,3204,33.202148909815946,0,Clear,136,83,40.050000000000004,Medium,0.4,5,14.226660938374
2024-05-21,Pallavaram,2024,May,1862,30.371781424930806,0,Cloudy,150,82,23.275000000000002,Low,0.23,5,13.58100738724364
2024-05-21,Porur,2024,May,4104,33.87809493506544,1,Cloudy,169,81,51.300000000000004,Medium,0.51,10,9.387924755582864
2024-05-22,Anna Salai,2024,May,3216,32.360572469421435,3,Clear,137,82,40.2,Medium,0.4,5,5.190228331554348
2024-05-22,Guindy,2024,May,6789,35.442061888509066,0,Cloudy,83,83,84.8625,High,0.85,30,7.365895519233549
2024-05-22,Teynampet,2024,May,5951,40.04036013912077,3,Clear,158,85,74.38749999999999,High,0.74,20,11.100544340036597
2024-05-22,Velachery,2024,May,5786,35.356398028421374,0,Cloudy,142,72,72.32499999999999,High,0.72,20,10.01494374793893
2024-05-22,Tambaram,2024,May,5238,35.81177280408239,0,Cloudy,84,77,65.47500000000001,Medium,0.65,20,7.401602339462348
2024-05-22,Chromepet,2024,May,3969,29.7133869859395,1,Foggy,70,91,49.6125,Medium,0.5,10,6.315992313445495
2024-05-22,Adyar,2024,May,6295,34.329702230924354,0,Rainy,68,75,78.6875,High,0.79,20,7.160121334677283
2024-05-22,T Nagar,2024,May,2056,32.891227641953016,0,Clear,65,93,25.7,Low,0.26,5,7.597449178029295
2024-05-22,Koyambedu,2024,May,2325,38.40820481820243,0,Clear,117,83,29.062500000000004,Low,0.29,5,13.672906599724877
2024-05-22,Ambattur,2024,May,4308,31.177165083986512,1,Cloudy,159,71,53.849999999999994,Medium,0.54,10,12.102619391145936
2024-05-22,Pallavaram,2024,May,6650,30.696722037443834,0,Cloudy,160,91,83.125,High,0.83,30,10.52332458100299
2024-05-22,Porur,2024,May,6021,36.58714598573674,0,Rainy,88,91,75.2625,High,0.75,20,5.2094102177530575
2024-05-23,Anna Salai,2024,May,4219,44.90051527186469,0,Clear,132,69,52.737500000000004,Medium,0.53,10,13.211963631283036
2024-05-23,Guindy,2024,May,5008,34.12025688012668,1,Rainy,156,69,62.6,Medium,0.63,20,10.524636317866545
2024-05-23,Teynampet,2024,May,5241,35.84104203115249,1,Clear,146,94,65.51249999999999,Medium,0.66,20,11.273404354213493
2024-05-23,Velachery,2024,May,3074,39.74010924177393,0,Clear,138,72,38.425,Low,0.38,5,5.656466825537403
2024-05-23,Tambaram,2024,May,5498,37.54951949307636,2,Clear,70,74,68.72500000000001,Medium,0.69,20,13.148500486053837
2024-05-23,Chromepet,2024,May,3629,37.58239740191099,0,Rainy,82,69,45.3625,Medium,0.45,10,13.320281106905885
2024-05-23,Adyar,2024,May,3903,34.52403774040997,1,Clear,85,90,48.7875,Medium,0.49,10,13.833420087804067
2024-05-23,T Nagar,2024,May,4829,34.62132408610869,0,Foggy,60,79,60.3625,Medium,0.6,10,10.28089493001849
2024-05-23,Koyambedu,2024,May,2088,31.224257311367356,0,Cloudy,153,87,26.1,Low,0.26,5,8.940444898675375
2024-05-23,Ambattur,2024,May,3512,37.43186627150691,2,Clear,140,80,43.9,Medium,0.44,10,5.730463319421689
2024-05-23,Pallavaram,2024,May,3047,37.31777214999321,0,Cloudy,106,93,38.0875,Low,0.38,5,6.938850632429307
2024-05-23,Porur,2024,May,1794,38.58582263846901,0,Clear,169,92,22.425,Low,0.22,5,7.255688904489695
2024-05-24,Anna Salai,2024,May,3485,32.55947764723327,0,Cloudy,100,74,43.5625,Medium,0.44,10,5.626899642118225
2024-05-24,Guindy,2024,May,6843,39.15067199689303,1,Clear,82,88,85.5375,High,0.86,30,6.5437517219464505
2024-05-24,Teynampet,2024,May,7144,40.666673940739685,0,Cloudy,159,72,89.3,High,0.89,30,13.86803522890165
2024-05-24,Velachery,2024,May,4617,28.930209408618698,1,Clear,164,83,57.7125,Medium,0.58,10,10.454025650239881
2024-05-24,Tambaram,2024,May,3190,33.51563710321297,1,Clear,64,68,39.875,Low,0.4,5,12.644912849809122
2024-05-24,Chromepet,2024,May,2636,40.87511790980419,2,Clear,158,78,32.95,Low,0.33,5,7.750238300809816
2024-05-24,Adyar,2024,May,6852,31.752221500735573,3,Clear,109,93,85.65,High,0.86,30,6.345981318435023
2024-05-24,T Nagar,2024,May,3564,37.6438126359167,0,Foggy,68,72,44.55,Medium,0.45,10,8.732538312874453
2024-05-24,Koyambedu,2024,May,5955,35.042880010012155,0,Clear,63,85,74.4375,High,0.74,20,12.929851903707068
2024-05-24,Ambattur,2024,May,6295,36.65439660711754,0,Cloudy,130,78,78.6875,High,0.79,20,7.97331307580315
2024-05-24,Pallavaram,2024,May,6043,35.195281513461055,0,Clear,124,76,75.53750000000001,High,0.76,20,7.045348921749552
2024-05-24,Porur,2024,May,6270,38.73085492282136,0,Clear,139,65,78.375,High,0.78,20,5.2239710905072165
2024-05-25,Anna Salai,2024,May,2507,29.892414320680608,1,Cloudy,116,87,31.337500000000002,Low,0.31,5,11.240111956523767
2024-05-25,Guindy,2024,May,6945,30.433383779388567,2,Cloudy,84,83,86.8125,High,0.87,30,9.358217685837694
2024-05-25,Teynampet,2024,May,4014,42.32256775133428,0,Clear,117,82,50.175000000000004,Medium,0.5,10,7.587567885517458
2024-05-25,Velachery,2024,May,5026,45.50181639992659,1,Clear,65,76,62.824999999999996,Medium,0.63,20,10.197541541413827
2024-05-25,Tambaram,2024,May,6181,34.97290280686819,0,Cloudy,161,74,77.2625,High,0.77,20,12.006239989244044
2024-05-25,Chromepet,2024,May,6852,43.57633021075855,1,Clear,73,85,85.65,High,0.86,30,7.474668138165476
2024-05-25,Adyar,2024,May,2747,31.141126764932388,2,Clear,122,65,34.3375,Low,0.34,5,11.087706188941878
2024-05-25,T Nagar,2024,May,6589,32.342070582570216,1,Clear,177,78,82.36250000000001,High,0.82,30,7.601528605848104
2024-05-25,Koyambedu,2024,May,5402,42.28743755872686,2,Clear,160,73,67.525,Medium,0.68,20,14.866608678846104
2024-05-25,Ambattur,2024,May,2935,39.020532643116795,0,Foggy,134,90,36.6875,Low,0.37,5,12.323902708380079
2024-05-25,Pallavaram,2024,May,2071,43.03213548966129,0,Cloudy,124,94,25.887500000000003,Low,0.26,5,11.026581453053574
2024-05-25,Porur,2024,May,3882,37.34277884529502,0,Clear,111,79,48.525,Medium,0.49,10,6.72330768550355
2024-05-26,Anna Salai,2024,May,2745,29.937269617428626,1,Rainy,165,85,34.3125,Low,0.34,5,10.863938897099494
2024-05-26,Guindy,2024,May,3584,36.117886787513385,0,Rainy,124,86,44.800000000000004,Medium,0.45,10,13.004560781564647
2024-05-26,Teynampet,2024,May,6584,41.010012692340055,0,Clear,176,87,82.3,High,0.82,30,12.371073798200817
2024-05-26,Velachery,2024,May,1777,34.33632398676914,0,Rainy,159,78,22.2125,Low,0.22,5,12.780251980473889
2024-05-26,Tambaram,2024,May,6815,33.56783240747141,1,Clear,67,73,85.1875,High,0.85,30,8.177995950768347
2024-05-26,Chromepet,2024,May,3387,37.41926701482061,1,Rainy,155,75,42.3375,Medium,0.42,10,8.28263569292559
2024-05-26,Adyar,2024,May,6079,32.20246867227402,0,Clear,156,69,75.9875,High,0.76,20,10.388839610168928
2024-05-26,T Nagar,2024,May,2765,36.4775024155675,0,Cloudy,67,76,34.5625,Low,0.35,5,7.786580401296566
2024-05-26,Koyambedu,2024,May,6326,35.31750732335728,0,Clear,73,80,79.07499999999999,High,0.79,20,6.1301313138978095
2024-05-26,Ambattur,2024,May,2540,32.5479276962579,0,Foggy,83,84,31.75,Low,0.32,5,9.611218843770931
2024-05-26,Pallavaram,2024,May,2417,39.90368615933707,0,Clear,123,92,30.2125,Low,0.3,5,5.019241768830644
2024-05-26,Porur,2024,May,2385,38.22993969475387,2,Clear,172,67,29.812499999999996,Low,0.3,5,12.607582987397118
2024-05-27,Anna Salai,2024,May,4252,33.231647078566866,0,Cloudy,164,69,53.15,Medium,0.53,10,12.49686919269526
2024-05-27,Guindy,2024,May,1521,34.92519367529963,0,Cloudy,152,94,19.0125,Low,0.19,5,10.51915881702607
2024-05-27,Teynampet,2024,May,6069,33.643622000760814,1,Cloudy,84,90,75.8625,High,0.76,20,12.476189943363607
2024-05-27,Velachery,2024,May,4691,31.806761803785236,0,Cloudy,65,90,58.637499999999996,Medium,0.59,10,11.245282596739404
2024-05-27,Tambaram,2024,May,3853,26.50865163796482,0,Cloudy,60,93,48.1625,Medium,0.48,10,11.974553126217238
2024-05-27,Chromepet,2024,May,6299,32.580861278219636,1,Clear,178,83,78.73750000000001,High,0.79,20,5.646558341577265
2024-05-27,Adyar,2024,May,2186,31.879862508421887,0,Clear,146,69,27.325,Low,0.27,5,13.812654585461154
2024-05-27,T Nagar,2024,May,1784,35.574453539176794,0,Clear,164,88,22.3,Low,0.22,5,11.43931260597742
2024-05-27,Koyambedu,2024,May,6311,37.203494007641225,0,Foggy,92,82,78.8875,High,0.79,20,11.106308152281237
2024-05-27,Ambattur,2024,May,5247,30.989076650985574,1,Clear,73,93,65.5875,Medium,0.66,20,8.872409635637705
2024-05-27,Pallavaram,2024,May,2262,36.86748680863503,0,Clear,122,68,28.275,Low,0.28,5,5.2813541248241584
2024-05-27,Porur,2024,May,6846,30.218771085666624,1,Cloudy,115,88,85.575,High,0.86,30,14.014617338349531
2024-05-28,Anna Salai,2024,May,6543,34.373537421807725,0,Clear,121,79,81.78750000000001,High,0.82,30,14.856652269059186
2024-05-28,Guindy,2024,May,3928,31.987904496695833,1,Clear,87,94,49.1,Medium,0.49,10,13.077866436700509
2024-05-28,Teynampet,2024,May,4007,38.73086819039522,0,Cloudy,88,69,50.0875,Medium,0.5,10,14.150391636149674
2024-05-28,Velachery,2024,May,6626,35.583865499972994,1,Clear,166,72,82.825,High,0.83,30,6.209574434658684
2024-05-28,Tambaram,2024,May,1528,34.449160370841106,0,Cloudy,163,80,19.1,Low,0.19,5,6.286752063125817
2024-05-28,Chromepet,2024,May,2406,31.873751199425573,1,Clear,82,86,30.075000000000003,Low,0.3,5,13.796062331144155
2024-05-28,Adyar,2024,May,4604,33.355793458117304,2,Clear,103,65,57.550000000000004,Medium,0.58,10,5.575059237688843
2024-05-28,T Nagar,2024,May,5499,44.145304061630256,0,Rainy,97,69,68.7375,Medium,0.69,20,5.932035241509244
2024-05-28,Koyambedu,2024,May,4494,32.494579396387266,0,Clear,108,90,56.175,Medium,0.56,10,13.168474040150763
2024-05-28,Ambattur,2024,May,4006,37.39703458798242,0,Clear,102,82,50.075,Medium,0.5,10,10.569746684173563
2024-05-28,Pallavaram,2024,May,6165,34.43676841556156,0,Rainy,69,80,77.0625,High,0.77,20,8.91727073423473
2024-05-28,Porur,2024,May,5109,37.25412657287019,1,Clear,86,87,63.8625,Medium,0.64,20,10.534484346107584
2024-05-29,Anna Salai,2024,May,5053,39.184879363466194,0,Clear,67,94,63.1625,Medium,0.63,20,13.787476942301424
2024-05-29,Guindy,2024,May,2953,33.230107533394616,1,Clear,167,74,36.9125,Low,0.37,5,12.57132308298323
2024-05-29,Teynampet,2024,May,6333,38.54886713222562,1,Cloudy,176,68,79.16250000000001,High,0.79,20,11.916073411640308
2024-05-29,Velachery,2024,May,4856,48.7831973850292,2,Clear,127,82,60.699999999999996,Medium,0.61,20,14.768855899970605
2024-05-29,Tambaram,2024,May,2015,37.837699970958525,0,Cloudy,144,81,25.1875,Low,0.25,5,10.213067652302616
2024-05-29,Chromepet,2024,May,1538,43.06790732299898,1,Clear,144,85,19.225,Low,0.19,5,5.06324074454096
2024-05-29,Adyar,2024,May,4842,37.40523000053307,0,Clear,89,91,60.525,Medium,0.61,20,9.2903287724051
2024-05-29,T Nagar,2024,May,2386,30.34019188901247,0,Cloudy,72,90,29.825000000000003,Low,0.3,5,5.965719421178654
2024-05-29,Koyambedu,2024,May,4344,36.37846998626492,0,Clear,117,77,54.300000000000004,Medium,0.54,10,6.16453783872552
2024-05-29,Ambattur,2024,May,3704,33.348081018950346,0,Clear,62,72,46.300000000000004,Medium,0.46,10,7.549009120408315
2024-05-29,Pallavaram,2024,May,2598,32.020296513412134,0,Cloudy,143,72,32.475,Low,0.32,5,8.813672007981792
2024-05-29,Porur,2024,May,3323,34.63707394798857,0,Foggy,159,76,41.5375,Medium,0.42,10,9.815995829010696
2024-05-30,Anna Salai,2024,May,4701,34.22624960635624,0,Clear,163,93,58.762499999999996,Medium,0.59,10,6.698200655948201
2024-05-30,Guindy,2024,May,7306,29.700375471035695,2,Clear,64,90,91.325,High,0.91,30,8.117203791969755
2024-05-30,Teynampet,2024,May,6569,48.54230792359896,0,Clear,81,82,82.1125,High,0.82,30,7.7653942329325645
2024-05-30,Velachery,2024,May,4655,39.039354572360985,0,Rainy,117,70,58.1875,Medium,0.58,10,8.652474518762109
2024-05-30,Tambaram,2024,May,4593,36.221951229210575,0,Rainy,125,71,57.4125,Medium,0.57,10,6.079905547121732
2024-05-30,Chromepet,2024,May,5030,35.449400556254865,1,Rainy,148,90,62.875,Medium,0.63,20,8.973409565347687
2024-05-30,Adyar,2024,May,7158,41.01174309810948,0,Clear,99,81,89.47500000000001,High,0.89,30,10.543504872623782
2024-05-30,T Nagar,2024,May,5278,45.377851811547465,0,Clear,147,69,65.975,Medium,0.66,20,5.969481231084426
2024-05-30,Koyambedu,2024,May,4396,38.42542686006287,0,Clear,64,86,54.949999999999996,Medium,0.55,10,10.207702281913356
2024-05-30,Ambattur,2024,May,4953,35.6059635239216,0,Clear,75,87,61.9125,Medium,0.62,20,12.559128574045882
2024-05-30,Pallavaram,2024,May,5011,42.36322035988808,0,Cloudy,176,91,62.6375,Medium,0.63,20,5.082396885105551
2024-05-30,Porur,2024,May,2488,35.7117962146793,1,Clear,74,89,31.1,Low,0.31,5,5.475282189255086
2024-05-31,Anna Salai,2024,May,5616,37.17657404812551,0,Cloudy,174,83,70.19999999999999,High,0.7,20,9.664742903256785
2024-05-31,Guindy,2024,May,6464,40.005054600159184,0,Rainy,136,72,80.80000000000001,High,0.81,30,13.7277755520538
2024-05-31,Teynampet,2024,May,5526,33.0676043106287,0,Clear,134,90,69.075,Medium,0.69,20,14.977887127787188
2024-05-31,Velachery,2024,May,5679,24.620828012970513,0,Cloudy,139,83,70.9875,High,0.71,20,5.933938173323138
2024-05-31,Tambaram,2024,May,3182,32.824598873349906,0,Clear,77,91,39.775,Low,0.4,5,5.183419589561879
2024-05-31,Chromepet,2024,May,7006,38.86500464689693,1,Clear,148,89,87.575,High,0.88,30,7.2876992209875056
2024-05-31,Adyar,2024,May,7126,38.51275448859089,0,Clear,106,72,89.075,High,0.89,30,9.674702411755957
2024-05-31,T Nagar,2024,May,6165,41.71335054706301,0,Clear,161,89,77.0625,High,0.77,20,10.717959117554244
2024-05-31,Koyambedu,2024,May,5463,33.01584483065244,0,Clear,163,85,68.2875,Medium,0.68,20,14.734849118208134
2024-05-31,Ambattur,2024,May,2433,42.90462621473382,0,Cloudy,63,91,30.412499999999998,Low,0.3,5,13.884636920215218
2024-05-31,Pallavaram,2024,May,5098,35.9253391522598,0,Cloudy,112,89,63.725,Medium,0.64,20,10.620986972892302
2024-05-31,Porur,2024,May,4733,38.022065812818404,0,Clear,117,93,59.162499999999994,Medium,0.59,10,8.617138434299733
2024-06-01,Anna Salai,2024,June,3480,39.518063791471526,0,Rainy,171,83,43.5,Medium,0.44,10,8.212971185976212
2024-06-01,Guindy,2024,June,3355,28.091671865531513,0,Rainy,144,71,41.9375,Medium,0.42,10,10.726246721939898
2024-06-01,Teynampet,2024,June,4556,29.975514036865377,0,Cloudy,134,67,56.95,Medium,0.57,10,12.21352841248531
2024-06-01,Velachery,2024,June,2292,29.80954741466377,0,Clear,117,70,28.65,Low,0.29,5,9.816658234127864
2024-06-01,Tambaram,2024,June,2291,40.361085924244094,0,Clear,175,72,28.6375,Low,0.29,5,8.0439877969056
2024-06-01,Chromepet,2024,June,3309,33.47271694130386,1,Cloudy,118,82,41.362500000000004,Medium,0.41,10,11.131653579396115
2024-06-01,Adyar,2024,June,6890,45.13790986662359,0,Rainy,93,79,86.125,High,0.86,30,10.579419816635856
2024-06-01,T Nagar,2024,June,3755,35.016879874461296,0,Clear,89,88,46.9375,Medium,0.47,10,9.27368341974007
2024-06-01,Koyambedu,2024,June,5110,27.643130759592495,0,Cloudy,113,81,63.87500000000001,Medium,0.64,20,12.483557882453601
2024-06-01,Ambattur,2024,June,3107,31.63791244647408,2,Clear,127,68,38.837500000000006,Low,0.39,5,7.822211389293021
2024-06-01,Pallavaram,2024,June,6679,35.586881816096636,1,Cloudy,137,71,83.4875,High,0.83,30,9.849250015694771
2024-06-01,Porur,2024,June,2484,37.575949320967396,0,Clear,134,94,31.05,Low,0.31,5,14.403395257373786
2024-06-02,Anna Salai,2024,June,7276,30.07581135958813,0,Cloudy,127,81,90.95,High,0.91,30,12.228286873676229
2024-06-02,Guindy,2024,June,5176,37.84240385903136,1,Cloudy,85,86,64.7,Medium,0.65,20,8.879718927229526
2024-06-02,Teynampet,2024,June,4880,39.177713785229784,1,Clear,62,90,61.0,Medium,0.61,20,10.46177732686753
2024-06-02,Velachery,2024,June,2019,31.795262002223346,0,Clear,179,70,25.2375,Low,0.25,5,9.054818971791125
2024-06-02,Tambaram,2024,June,2090,44.84578606029574,2,Rainy,177,94,26.125,Low,0.26,5,6.125480167811784
2024-06-02,Chromepet,2024,June,2550,32.336704883247215,1,Clear,116,77,31.874999999999996,Low,0.32,5,8.349372011420817
2024-06-02,Adyar,2024,June,7305,30.000609628922284,0,Cloudy,96,71,91.3125,High,0.91,30,13.604431350336935
2024-06-02,T Nagar,2024,June,5133,27.353887426367294,0,Cloudy,97,73,64.1625,Medium,0.64,20,9.612019957761724
2024-06-02,Koyambedu,2024,June,5944,41.10320349346081,0,Rainy,100,87,74.3,High,0.74,20,10.846375004849556
2024-06-02,Ambattur,2024,June,2459,35.114414386729514,2,Clear,63,83,30.7375,Low,0.31,5,6.8144675934301935
2024-06-02,Pallavaram,2024,June,2192,32.60357005267805,0,Rainy,85,84,27.400000000000002,Low,0.27,5,8.562313256247366
2024-06-02,Porur,2024,June,7155,27.629307822840865,1,Clear,98,77,89.4375,High,0.89,30,14.292049848943202
2024-06-03,Anna Salai,2024,June,5399,33.05374538216518,0,Clear,168,79,67.4875,Medium,0.67,20,8.142454953930987
2024-06-03,Guindy,2024,June,5973,46.90722693838056,0,Cloudy,165,81,74.6625,High,0.75,20,7.50561065030488
2024-06-03,Teynampet,2024,June,4446,24.277562481194412,1,Foggy,167,69,55.574999999999996,Medium,0.56,10,5.558998168838291
2024-06-03,Velachery,2024,June,2026,31.84170799483725,1,Clear,101,87,25.324999999999996,Low,0.25,5,5.972308183478564
2024-06-03,Tambaram,2024,June,4724,43.963919850211056,0,Clear,70,83,59.050000000000004,Medium,0.59,10,10.847893380859059
2024-06-03,Chromepet,2024,June,3753,41.24486523534762,0,Clear,70,70,46.9125,Medium,0.47,10,11.600327987825603
2024-06-03,Adyar,2024,June,4844,32.14687165859359,0,Clear,113,76,60.550000000000004,Medium,0.61,20,11.415804797276941
2024-06-03,T Nagar,2024,June,5465,36.017975484676526,0,Foggy,161,79,68.3125,Medium,0.68,20,10.398293228683627
2024-06-03,Koyambedu,2024,June,6855,37.31468702347205,0,Cloudy,97,79,85.6875,High,0.86,30,9.9097129762953
2024-06-03,Ambattur,2024,June,3375,35.66919290903634,2,Rainy,79,67,42.1875,Medium,0.42,10,5.721409176116388
2024-06-03,Pallavaram,2024,June,3263,43.92225104804588,0,Clear,85,68,40.7875,Medium,0.41,10,13.40695331290173
2024-06-03,Porur,2024,June,2020,36.698771027289766,0,Clear,161,69,25.25,Low,0.25,5,10.130807588731745
2024-06-04,Anna Salai,2024,June,7297,40.67758145481519,1,Cloudy,135,70,91.21249999999999,High,0.91,30,6.319146693171565
2024-06-04,Guindy,2024,June,2516,35.907993845478074,0,Clear,178,70,31.45,Low,0.31,5,6.358494557382722
2024-06-04,Teynampet,2024,June,6609,24.838055936367674,0,Cloudy,152,81,82.6125,High,0.83,30,10.129565216986194
2024-06-04,Velachery,2024,June,1616,29.037936233217582,1,Clear,73,92,20.200000000000003,Low,0.2,5,7.445766004857234
2024-06-04,Tambaram,2024,June,3933,30.075610753469874,2,Clear,109,72,49.162499999999994,Medium,0.49,10,14.21964980063754
2024-06-04,Chromepet,2024,June,6963,33.75357071361997,0,Rainy,84,83,87.0375,High,0.87,30,9.989489310326132
2024-06-04,Adyar,2024,June,2083,45.392071195071956,0,Cloudy,114,84,26.0375,Low,0.26,5,14.784185220555266
2024-06-04,T Nagar,2024,June,1894,36.812057314377256,0,Clear,110,88,23.674999999999997,Low,0.24,5,12.34158701859484
2024-06-04,Koyambedu,2024,June,6683,34.47105948967617,0,Rainy,165,85,83.5375,High,0.84,30,13.106988895772245
2024-06-04,Ambattur,2024,June,5288,41.19278998077824,0,Cloudy,165,86,66.10000000000001,Medium,0.66,20,8.88878762167833
2024-06-04,Pallavaram,2024,June,4268,27.74058162249126,1,Cloudy,162,77,53.349999999999994,Medium,0.53,10,6.340207796300458
2024-06-04,Porur,2024,June,5667,32.5515241492588,0,Clear,149,93,70.83749999999999,High,0.71,20,11.896963308244167
2024-06-05,Anna Salai,2024,June,5360,31.813356730299795,0,Clear,69,79,67.0,Medium,0.67,20,9.070712008570435
2024-06-05,Guindy,2024,June,1773,36.99020779734069,0,Rainy,73,81,22.162499999999998,Low,0.22,5,14.48881848746622
2024-06-05,Teynampet,2024,June,3513,39.479181461769834,0,Clear,64,88,43.9125,Medium,0.44,10,6.936322422102432
2024-06-05,Velachery,2024,June,6939,37.35742776013615,0,Clear,116,85,86.7375,High,0.87,30,11.265034483775484
2024-06-05,Tambaram,2024,June,5933,37.43658241609456,0,Clear,81,81,74.1625,High,0.74,20,13.660611816636424
2024-06-05,Chromepet,2024,June,2889,33.19445440391027,1,Clear,134,87,36.1125,Low,0.36,5,9.02829049447248
2024-06-05,Adyar,2024,June,5066,36.603799290580696,0,Cloudy,88,66,63.324999999999996,Medium,0.63,20,14.536676192901544
2024-06-05,T Nagar,2024,June,6202,30.80081064609805,0,Clear,66,92,77.525,High,0.78,20,5.766165832159359
2024-06-05,Koyambedu,2024,June,1665,38.370694675039,0,Clear,175,86,20.8125,Low,0.21,5,10.869257489437233
2024-06-05,Ambattur,2024,June,3067,32.49698497668339,0,Rainy,77,94,38.337500000000006,Low,0.38,5,12.77386720373004
2024-06-05,Pallavaram,2024,June,6920,29.39245219849813,1,Clear,90,67,86.5,High,0.86,30,7.018069149031221
2024-06-05,Porur,2024,June,2228,35.18909717916043,0,Clear,102,86,27.85,Low,0.28,5,5.578574521270102
2024-06-06,Anna Salai,2024,June,3543,25.43441917827656,0,Clear,143,73,44.2875,Medium,0.44,10,5.798976118947536
2024-06-06,Guindy,2024,June,5697,42.37185035998004,0,Clear,94,70,71.2125,High,0.71,20,8.19229239707417
2024-06-06,Teynampet,2024,June,4996,38.98549498455849,0,Clear,130,65,62.45,Medium,0.62,20,7.231717031235259
2024-06-06,Velachery,2024,June,7011,36.684849251239015,1,Cloudy,153,86,87.6375,High,0.88,30,7.23890155262858
2024-06-06,Tambaram,2024,June,2278,26.881576273026248,1,Cloudy,63,83,28.475,Low,0.28,5,9.585209698500522
2024-06-06,Chromepet,2024,June,1713,31.499049084632926,0,Rainy,110,68,21.4125,Low,0.21,5,5.849337792503623
2024-06-06,Adyar,2024,June,5262,35.20279217435926,0,Cloudy,153,77,65.77499999999999,Medium,0.66,20,14.95500629338827
2024-06-06,T Nagar,2024,June,6707,33.68447614487396,0,Rainy,89,84,83.83749999999999,High,0.84,30,11.958076286248655
2024-06-06,Koyambedu,2024,June,3076,26.557175172762637,0,Foggy,153,89,38.45,Low,0.38,5,5.3029335718660455
2024-06-06,Ambattur,2024,June,3948,28.417854972319294,1,Cloudy,112,72,49.35,Medium,0.49,10,11.919041704178195
2024-06-06,Pallavaram,2024,June,4436,33.584528015432106,0,Rainy,141,87,55.45,Medium,0.55,10,12.918277825542027
2024-06-06,Porur,2024,June,4617,28.583553007080837,1,Cloudy,166,69,57.7125,Medium,0.58,10,6.907622409645605
2024-06-07,Anna Salai,2024,June,7291,41.85693661941631,1,Clear,169,74,91.1375,High,0.91,30,13.402767985627106
2024-06-07,Guindy,2024,June,2091,37.472691797029164,0,Clear,133,91,26.137500000000003,Low,0.26,5,11.117650099474096
2024-06-07,Teynampet,2024,June,6929,30.982679453804845,0,Clear,73,84,86.6125,High,0.87,30,13.208557313740467
2024-06-07,Velachery,2024,June,6705,40.84577414007857,0,Rainy,95,93,83.8125,High,0.84,30,12.166936632598048
